vol-l3i3,energy-l3i3,vol-l3i5,energy-l3i5,vol-l4i3,energy-l4i3
9.307807056652594,-6.925099849700928,9.294145992660203,-6.92000675201416,9.22437654501704,-6.904888153076172
9.60484266986394,-6.995998382568359,9.590745646843231,-6.995838642120361,9.518749680049215,-6.989107131958008
9.908131435855134,-7.039970397949219,9.893589276056758,-7.030555725097656,9.819319917737676,-7.036060810089111
10.217738491634318,-7.064955711364746,10.202741921707354,-7.044770240783691,10.126151811235088,-7.058987617492676
10.533728974209604,-7.077443599700928,10.518268625201575,-7.051375389099121,10.439309913694121,-7.068740367889404
10.856168020589124,-7.081109523773193,10.840234427945997,-7.053384780883789,10.758858778267442,-7.071291923522949
11.185120767780994,-7.076739311218262,11.168704371347193,-7.04986572265625,11.084862958107715,-7.068617820739746
11.52065235279334,-7.063398361206055,11.503743496811719,-7.0391130447387695,11.417387006367637,-7.0601325035095215
11.862827912634291,-7.039972305297852,11.84541684574615,-7.019496440887451,11.756495476199845,-7.044044494628906
12.211712584311964,-7.005874156951904,12.193789459557053,-6.990044593811035,12.102252920757026,-7.0185933113098145
12.56737150483448,-6.96126651763916,12.548926379650991,-6.951082229614258,12.454723893191847,-6.982848167419434
