,vol-l3i3,energy-l3i3,vol-l3i5,energy-l3i5,vol-l4i3,energy-l4i3,energy-l3i3-rel,energy-l4i3-rel,energy-l3i5-rel
0,9.346220016331342,-6.910374164581299,9.378709179637072,-6.915893077850342,9.268984884656248,-6.878325462341309,0.17073535919189453,0.20278406143188477,0.16521644592285156
1,9.644481484028487,-6.975947380065918,9.67800745852793,-6.986838340759277,9.564781584384,-6.9659810066223145,0.10516214370727539,0.1151285171508789,0.09427118301391602
2,9.949021911025136,-7.018455505371094,9.9836065235246,-7.022374153137207,9.866805355455746,-7.0195417404174805,0.06265401840209961,0.06156778335571289,0.05873537063598633
3,10.25990670314732,-7.044373512268066,10.29557200781569,-7.038641929626465,10.175121063197992,-7.049293518066406,0.03673601150512695,0.03181600570678711,0.042467594146728516
4,10.577201266221062,-7.058323383331299,10.61396954458979,-7.046481132507324,10.48979357293725,-7.063942909240723,0.02278614044189453,0.017166614532470703,0.03462839126586914
5,10.900971006072425,-7.062757968902588,10.93886476703551,-7.049153804779053,10.81088775,-7.068493843078613,0.01835155487060547,0.012615680694580078,0.031955718994140625
6,11.23128132852742,-7.058166980743408,11.270323308341457,-7.0457282066345215,11.138468459712744,-7.064939498901367,0.022942543029785156,0.016170024871826172,0.035381317138671875
7,11.568197639412109,-7.043501377105713,11.608410801696222,-7.033394813537598,11.472600567402004,-7.05353307723999,0.03760814666748047,0.027576446533203125,0.0477147102355957
8,11.9117853445525,-7.017651081085205,11.953192880288416,-7.009697914123535,11.813348938394247,-7.033491611480713,0.06345844268798828,0.04761791229248047,0.0714116096496582
9,12.262109849774657,-6.980098724365234,12.304735177306636,-6.974886417388916,12.160778438016,-7.004006385803223,0.10101079940795898,0.0771031379699707,0.10622310638427734
10,12.619236560904596,-6.931603908538818,12.663103325939488,-6.931745052337647,12.514953931593745,-6.964883804321289,0.149505615234375,0.1162257194519043,0.149364471435546
