vol-l3i3,energy-l3i3,vol-l3i5,energy-l3i5,vol-l4i3,energy-l4i3,vol-l2i5,energy-l2i5
9.307807241095794,-6.925099849700928,9.294090962602251,-6.919988632202148,9.22436541193966,-6.90488338470459,9.23713906861147,-6.915528774261475
9.604842860193184,-6.995998382568359,9.590688860637256,-6.9958295822143555,9.518738191687241,-6.989102363586426,9.531919487980213,-7.004683971405029
9.908131632194342,-7.039970397949219,9.893530696732572,-7.030552864074707,9.8193080666117,-7.0360589027404785,9.832905584098949,-7.047725677490234
10.217738694108684,-7.064955711364746,10.20268151190965,-7.044769287109375,10.126139589787801,-7.058987617492676,10.14016199943381,-7.06455135345459
10.533729182945631,-7.077443599700928,10.518206347189972,-7.051375865936279,10.439297314290299,-7.068741798400879,10.45375337645096,-7.071045875549316
10.85616823571459,-7.081109523773193,10.840170243594986,-7.053384780883789,10.758845793193952,-7.071288108825684,10.773744357616527,-7.073058605194092
11.18512098942498,-7.076739311218262,11.168638242146162,-7.049866676330566,11.084849579573515,-7.06861686706543,11.100199585396664,-7.07059383392334
11.52065258108621,-7.063398361206055,11.50367538386495,-7.039115905761719,11.41737322650376,-7.060131072998047,11.433183702257516,-7.0615129470825195
11.8628281477077,-7.039971828460693,11.845346709772818,-7.019501686096191,11.756481287059446,-7.044045448303223,11.772761350665233,-7.043584823608398
12.21171282629886,-7.005874156951904,12.193717260891237,-6.990050315856934,12.102238314315322,-7.018592834472656,12.118997173085956,-7.014808654785156
12.567371753869107,-6.96126651763916,12.548852078241653,-6.9510931968688965,12.454708861346143,-6.982847213745117,12.471955811985833,-6.974257469177246
