vol-l3i3,energy-l3i3,vol-l3i5,energy-l3i5,vol-l4i3,energy-l4i3
13.489023401275501,-5.71862268447876,13.484300467077414,-5.701781272888184,13.47199817322839,-5.706843376159668
14.211500077592923,-5.918636322021484,14.206524181434547,-5.906217575073242,14.19356297254722,-5.9091033935546875
14.959324257021377,-6.026055335998535,14.954086523939301,-6.013916015625,14.940443282518629,-6.018258094787598
15.732932965476598,-6.057689189910889,15.727424367490784,-6.046305179595947,15.713075577464222,-6.051136016845703
16.53276322887428,-6.031118869781494,16.526974584988086,-6.017823219299316,16.511896331705582,-6.022961139678955
17.35925207313013,-5.9581098556518555,17.353174049330313,-5.940912246704102,17.337342019564325,-5.947203636169434
18.212836524159854,-5.844724655151367,18.20645963341653,-5.828084468841553,18.18984911536203,-5.8345046043396
