vol-l3i3,energy-l3i3,vol-l3i5,energy-l3i5,vol-l4i3,energy-l4i3
27.096841332761336,-11.398035049438477,27.083904546661426,-11.374713897705078,27.033289557269047,-11.356897354125977
28.54815736079511,-11.795720100402832,28.53452767603637,-11.764791488647461,28.48120173061553,-11.760150909423828
30.050391624311867,-12.012605667114258,30.036044731111758,-11.96772575378418,29.979912717988054,-11.977664947509766
31.6044220239234,-12.07736587524414,31.58933319336512,-12.028586387634277,31.5302983610078,-12.043554306030273
33.21112646024145,-12.022933006286621,33.19527054427412,-11.972930908203125,33.13323450129587,-11.987421035766602
34.87138283387787,-11.874659538269043,34.85473426531633,-11.821990966796875,34.789596980473455,-11.836029052734375
36.58606904544433,-11.64712905883789,36.5686018379693,-11.599634170532227,36.50026164016164,-11.611491203308105
